ID,WEIGHT,STRATA,PROV,REGENCY,income,sex,age,disability,edu,domain,neet
46,1.341,1,18,1843,7500314.43,1,58,1,6,5,0
47,1.356,1,76,7698,7500875.46,0,40,0,5,6,0
48,1.507,1,74,7490,7499149.64,0,29,0,6,5,0
49,1.147,1,33,3371,7500345.07,0,26,1,4,5,0
50,0.566,1,52,5262,7501145.63,0,33,1,6,7,0
51,0.777,1,34,3481,7500004.28,1,38,0,3,5,0
52,0.654,1,75,7537,7498630.94,1,62,0,1,9,1
53,0.923,1,19,1925,7498849.22,0,57,1,6,4,0
54,1.413,1,73,7388,7500489.85,0,20,0,3,2,0
55,0.946,1,53,5322,7502373.55,0,40,0,3,5,1
56,0.871,1,33,3333,7500763.36,1,21,0,1,7,0
57,1.159,1,15,1503,7501816.52,1,27,1,1,2,0
58,1.22,1,65,6526,7499361.9,0,20,0,6,9,0
59,1.29,1,32,3239,7499160.43,1,57,0,5,9,0
60,0.719,1,11,1181,7498825.71,1,42,1,6,3,0
61,0.737,1,62,6207,7500952.42,0,29,1,5,8,0
62,0.863,1,81,8116,7501573.88,1,23,0,6,7,0
63,1.223,1,91,9197,7499059.54,0,17,0,6,7,0
64,1.058,1,16,1607,7500825.28,0,24,1,1,7,1
65,0.709,1,31,3119,7498293.94,0,32,1,3,3,0
66,1.569,1,63,6399,7501754.91,1,30,1,2,2,0
67,0.837,1,91,9121,7501368.26,0,43,1,3,7,0
68,0.963,1,71,7184,7500030.23,0,21,1,4,9,0
69,0.971,1,65,6527,7501142.5,1,22,0,3,8,0
70,0.754,1,34,3404,7501274.26,0,45,1,5,2,0
71,0.989,1,16,1646,7499577.63,1,45,0,1,7,0
72,1.017,1,12,1292,7498605.34,0,51,0,5,5,0
73,1.079,1,14,1436,7501146.79,1,64,0,3,8,0
74,1.095,1,16,1625,7499259.93,0,42,0,3,1,0
75,0.84,1,53,5324,7500019.52,0,37,0,5,9,0
76,0.722,1,14,1421,7501500.56,0,59,0,3,1,0
77,1.328,1,64,6420,7501093.17,1,51,1,4,5,0
78,0.935,1,53,5348,7500859.31,0,58,0,6,9,0
79,1.329,1,75,7502,7498794.55,1,46,1,5,1,1
80,1.136,1,11,1156,7499385.92,1,47,1,4,1,0
81,1.805,1,31,3141,7500468.27,0,60,0,4,1,0
82,0.971,1,62,6201,7498913.05,0,33,0,1,6,0
83,0.504,1,63,6372,7501285.87,1,23,0,4,8,0
84,0.905,1,14,1438,7498677.72,0,28,0,1,4,0
85,1.363,1,12,1249,7497475.96,1,52,0,1,6,1
86,1.57,1,16,1675,7501806.88,1,60,0,2,10,1
87,1.525,1,18,1822,7499914.78,0,29,1,3,6,0
88,1.201,1,73,7325,7500023.2,0,50,0,2,9,0
89,1.481,1,31,3141,7498981.57,0,21,0,6,3,0
90,0.706,1,36,3650,7500821.06,0,21,0,4,7,0
91,0.835,1,21,2144,7498555.4,1,46,1,2,6,0
92,0.727,1,73,7309,7500424.65,1,63,1,6,2,0
93,1.186,1,63,6319,7502564.42,0,25,0,6,6,1
94,1.4,1,16,1672,7500772.61,1,33,1,3,7,1
95,1.021,1,73,7335,7499383.35,1,17,0,5,3,0
96,1.136,1,33,3366,7500502.8,0,35,1,3,7,0
97,0.873,1,73,7390,7496017.39,0,21,0,3,6,0
98,0.901,1,73,7395,7498963.27,0,53,0,3,4,1
99,1.049,1,11,1167,7501837.23,0,44,1,5,2,0
100,1.475,1,72,7280,7499439.32,0,24,1,6,1,0
