ID,WEIGHT,STRATA,PROV,REGENCY,income,sex,age,disability,edu,domain,neet
59,0.837,1,75,7534,7495666.72,1,49,0,5,8,1
60,1.125,1,75,7527,7503012.72,1,16,0,1,9,1
61,0.653,1,16,1690,7499575.85,1,31,0,3,6,0
62,1.234,1,21,2151,7497947.91,0,16,1,6,8,0
63,1.448,1,34,3489,7500942.44,1,31,0,6,3,0
64,0.379,1,63,6383,7498631.72,1,48,1,4,8,1
65,1.128,1,82,8221,7496837.4,0,48,0,1,9,1
66,1.203,1,52,5295,7500405.5,0,59,0,1,1,0
67,0.809,1,19,1929,7500066.6,1,53,1,2,8,0
68,0.881,1,72,7273,7500191.1,0,55,0,2,5,1
69,0.96,1,63,6319,7498534.39,1,23,1,2,9,1
70,0.911,1,64,6426,7498988.21,0,28,1,3,5,0
71,0.907,1,51,5125,7499659.39,1,57,1,2,5,0
72,0.497,1,72,7240,7500760.15,0,34,1,1,1,0
73,1.346,1,12,1229,7502696.14,1,65,1,2,5,0
74,1.324,1,16,1625,7498038.98,0,47,1,5,9,1
75,0.756,1,17,1719,7499740.99,1,38,0,5,1,0
76,0.56,1,33,3368,7501501.39,1,19,1,4,1,1
77,1.156,1,73,7345,7500241.87,1,46,0,5,5,0
78,0.827,1,31,3184,7501124.82,1,37,0,4,8,0
79,1.043,1,35,3546,7503087.22,1,15,1,5,4,0
80,0.904,1,19,1955,7497730.18,1,52,1,3,8,1
81,1.207,1,18,1801,7502136.44,0,46,1,4,8,0
82,1.208,1,16,1611,7498020.38,1,30,0,5,3,1
83,0.782,1,14,1468,7501666.13,0,34,1,4,3,1
84,0.585,1,31,3107,7500788.78,1,30,1,6,2,0
85,0.525,1,74,7492,7499264.61,0,27,0,4,8,0
86,1.183,1,72,7258,7499845.37,1,60,1,5,1,0
87,0.643,1,14,1471,7499946.24,0,25,0,1,8,0
88,0.848,1,35,3520,7500502.37,1,56,1,2,6,0
89,0.821,1,53,5335,7500286.62,0,31,0,4,10,0
90,0.984,1,16,1651,7500729.09,1,21,1,6,8,1
91,0.419,1,15,1521,7500713.44,0,36,0,4,2,0
92,1.057,1,52,5244,7497401.88,0,45,1,4,2,1
93,1.157,1,16,1601,7499383.87,0,18,1,2,3,1
94,1.027,1,81,8167,7499664.22,1,31,0,6,5,0
95,0.907,1,71,7198,7499347.94,0,15,1,4,2,0
96,1.029,1,14,1413,7499011.86,1,16,1,4,5,0
97,1.12,1,16,1616,7499711.97,1,65,0,5,6,0
98,0.168,1,71,7134,7500333.4,1,47,0,1,9,0
99,1.587,1,92,9224,7497071.34,1,58,1,6,3,0
100,1.117,1,53,5313,7498882.65,0,33,0,3,2,0
